sdk:driver:quit|0.16170001029968262
sdk:automate:hub-management|2902.41930000484
sdk:driver:pre-initialization|1.8355000019073486
sdk:setup|3670.147799998522
sdk:hook|26.46
sdk:driver:quit|0.26569999754428864
sdk:automate:hub-management|3078.697300001979
sdk:driver:pre-initialization|1.9826000034809113
sdk:setup|3855.980599999428
sdk:hook|41.21
sdk:driver:quit|0.16749998927116394
sdk:automate:hub-management|2961.258200004697
sdk:driver:pre-initialization|4.324599996209145
sdk:setup|3723.5891000032425
sdk:hook|27.77
sdk:driver:quit|0.16429999470710754
sdk:automate:hub-management|1947.6952999979258
sdk:driver:pre-initialization|4.4951000064611435
sdk:setup|2584.438299998641
sdk:hook|18.0
sdk:driver:quit|0.1890999972820282
sdk:automate:hub-management|2228.032100006938
sdk:driver:pre-initialization|9.11939999461174
sdk:setup|2895.36479999125
sdk:hook|17.97
sdk:driver:quit|0.15529999136924744
sdk:automate:hub-management|1940.3049000054598
sdk:driver:pre-initialization|3.120299994945526
sdk:setup|2591.014599993825
sdk:hook|22.19
